레시피 제목,요리명,요리재료,레시피내용
【내맘대로 만드는 함박스테이크】,함박스테이크, 돼지고기다짐육 양파 당근(생략가능) 빵가루 계란 체다치즈 후추 맛소금 버터 다진마늘,"['돼지다짐육 350g에 당근5센티(생략가능)다져서 넣어 주셔요~ (돼지고기랑,소고기비율은 1대1이에요~전 돼지다짐육 밖에 없어 돼지고기로만 만들었어요)', '맛술2스푼,소금1/3스푼,후추4번톡톡,다진마늘1스푼 넣어 주셔용~ (함박스테이크에 마늘과 당근은 생소하겠지만 요래 밑간을 하니 잡내도 없고 당근을 잘안먹는 우리집 어른아이 에게 딱 좋은. . ㅎㅎ다음엔 궁합이 좋을꺼 같은 땡초도 좀 썰어 넣어야겠어용ㅋㅋ)', '달군 후라이팬에 버터 반스푼(소량만)넣어~', '다진양파(1개)를 중약불에서 수분이 없어 질때까지 볶아 주세요^^', '요렇게 갈색이 날때까지 볶아서~', '밑간해둔 다짐육에 넣고 빵가루 4스푼 넣고', '계란하나 톡 넣어 잘 치대(?)주시다가~ 빵가루를 조금씩 더 넣어 가며 점도를 맞춰 주세요^^(저는 총 8스푼 넣었어요~)', '요렇게 잘뭉쳐 지겠다 싶은 반죽이 되면', '원하시는 크기로 나눠 주셔용^~^총 4개 나왔네욤ㅋㅋ', '냉동용기와 종이호일을 준비해서', '서로 닿지 않게 종이호일을 중간중간에 넣어 냉동 보관하셔서 하나씩 꺼내 드심 되셔용^~^', '꿉는 팁은 후라이팬에 식용유를 둘러서 최대 약불에서 10초 정도 굽다가', '물을 넣고 두껑 덮어 속까지 익겠금 끓여(?) 주셔요~계속 약불에서 익혀 주셔용^~^', '중간에 한번 뒤집어서 계속 익혀 주다가 수분이 어느정도 날라가면 두껑열어 식용유를 더넣고 노릇하게 구워 주심 되셔용^~^', '돈까스 소스를 뿌려 그위에 함박스테이크를 놓고', '치즈나 후라이를 올려주심 되는데 치즈는 함박스테이크가 식기전에 굽자말자 바로 올려 주시면', '요렇게 적당히 녹아서 아주 이뻐용~당연 궁합도 최고구요ㅎㅎ 두개다 올릴랬는데 집에 치즈가 한장밖에 안남았단 . . . ⊙.⊙. .', '슥~가르면 속까지 잘익었죵^~^ 소스를 따로 만들어서 뿌려 주셔도 되지만 시판 돈까스 소스에 먹었는데도 맛있어용 >_< 굿굿~♥♥']"
감바스 알 아히요 만들기!,감바스알아히요, 새우 마늘 페페론치노 양송이버섯 방울토마토 올리브오일 바게뜨빵 후추,0
맥앤치즈,맥앤치즈, 맥앤치즈 물 체다치즈 통후추,"['마카로니 150g을 소금 한꼬집을 넣은 뜨거운 물에 데쳐줍니다. 12분정도 데치면 식감이 딱 좋습니다.', '버터 2숟갈을 프라이팬에 녹여줍니다.', '녹인 버터에 밀가루 2숟갈을 넣어줍니다.볶다보면 밀가루가 익으면서고소한 냄새가 풍깁니다.그때까지 약불에서 볶아주세요대략 4~5분 정도 볶는다 생각하시면 됩니다.', '위의 재료에 우유 300ml를 넣고 끓여줍니다.이때 두번에 나눠 넣어주시면 섞기가 용이합니다.이것을 화이트루라고 합니다.', '다 풀어진 화이트루에 소금과 후추로 간을 해주고, 체다치즈와 모짜렐라 치즈를 넣어줍니다. 이 때 치즈는 각각 100g을 넣어주지만 치즈의 향미를 더 느끼고 싶을땐 더 넣어주셔도 괜찮습니다.', '여기에 익혀두었던 마카로니를 넣어주면 끝-!']"
꿀처 목살 찹스테이크,목살찹스테이크, 돼지목살 양파 양송이 새송이 가지 호박 빨강파프리카 청피망 파인애플 양파 케찹 우스터소스 흑설탕 버터 마늘가루 양파가루 통후추 핫소스 레드와인,"['재료는 깨끗이 세척후 레시피의 양대로 준비해주세요~', '먼저 고기는 사방 2cm정도로 깍둑썰기하여 올리브오일(1), 후춧가루(0.1), 소금(0.1)을 넣고 재어놔주세요~(꿀처팁- 고기를 올리브오일에 재어두는건 연육작용과 누린내제거, 수분이 유출되는걸 방지하기 위함이고요, 꼭 올리브유가 아니어도 아보카도 오일이나 카놀라유로도 대체 가능하세요)', '씻어놓은 야채 역시도 고기 싸이즈와 비슷하게 사방 2cm정도로 깍둑썰기 해주시고요, 소스에 들어가는 파인애플만 다져서 준비해놔주세요~', '양파(1/4개)를 아주 얇게 채썰어서 버터(2)와 함께 약한불에서 볶아 카라멜라이징 해줄껀데요~', '시중에파는 소스들은 거의다 색소가 들어가있어서,, 오늘은 스테이크 소스를 직접 수제로 만들어볼꺼예요~이때 가장 중요한 작업이 최대한 약한불로 양파를 타지않게 양파의 당분을 빼내는 작업인데요, 옆에 물한컵 떠놓으시고 탈만하면 아주 조금씩만 물을넣고 15분이상 색깔이 갈색으로 변할때까지만 볶아주세요~', '이제 볶아낸 양파와 다져놓은 파인애플 (천연의 신맛을 내주기위해), 케찹(2), 우스터소스(2), 흑설탕(1), 마늘가루(0.5), 양파가루(0.5), 으깬 통후추 (10알), 핫소스(1), 레드와인(2)을 믹서기에 넣고 갈아주신후 약 5분여간 끓여주세요~', '다음 고기를 볶아줄껀데요,, 후라이팬에 올리브오일(1.5)을 두른후 기름의 온도가 달아오르면 쎈불에서 고기가 2/3정도만 익게끔 볶아주세요 > 그리고 야채를 넣고 고기가 다 익을때까지 같이 볶아주세요~(꿀처팁- 이렇게 고기를 쎈불에서 볶게되면 육즙이 빠져나가는걸 방지하는 코팅효과와 고기의 사각면이 순간 익으면서 모양유지에도 도움이 된담니다^^)', '짜자잔,, 목살 찹 스테이크 완성~~시중에 파는 소스들은 사실 편리함으론 따라갈수없지만,, 수제소스는 맛과 건강 두가지를 다 잡을수있어서 우리 식구들 건강에는 훨씬 더 좋아요~절대 비교불가^^ 그러니 시간되시면 꼭 한번 직접 만들어보셔요~♡']"
단호박요리 - 전자레인지로 만든 단호박 치즈 그라탱,단호박치즈그라탕, 단호박 양파 소시지(비엔나) 버섯 당근 모차렐라치즈 케첩 다진 간장 식초 설탕,"['단호박 껍질을 베이킹소다를 이용해 깨끗이 닦아주고반달 모양으로\xa0단호박을\xa0몇 개\xa0잘라\xa0남겨주고 (그라탱\xa0위에\xa0올려줄\xa0단호박)* 단호박이 너무 딱딱하니 전자레인지에 3분 정도 돌려주면 쉽게 자를 수 있어요전자레인지', '나머지 단호박은 껍질을 벗기고 적당하게 썰어 전자레인지 가능한 그릇에 담아(껍질째 사용해도 무관합니다)3~5분 정도 돌려 단호박을 익혀준다.그리고 포크나 으깨기를 이용해 단호박을 으깨 줍니다.완성된\xa0단호박을\xa0드셔보시고\xa0혹시\xa0달지\xa0않으면\xa0꿀이나\xa0시럽을\xa0첨가해도\xa0괜찮아요.제가\xa0사용한\xa0단호박은\xa0달아서\xa0시럽을\xa0첨가하지\xa0않았어요', '햄, 양파, 당근, 버섯을\xa0다져\xa0준비하고.버섯은 표고버섯을 넣었어요.새송이, 양송이버섯\xa0사용하시거나\xa0없으면\xa0생략해도\xa0돼요.', '그릇에 다져 놓은 재료를 모두 넣고케첩 1/2컵, 간장 1, 식초 0.5, 설탕 0.5, 다진 마늘 0.5를 넣고', '고루 섞어주세요.', '전자레인지 가능한 그릇에으깨 놓은 단호박을 깔아주고', '만들어\xa0놓은\xa0야채 소스를\xa0올려주고\xa0다시\xa0단호박을\xa0올려주고\xa0같은\xa0방법으로\xa0해주심\xa0된답니다.', '단호박 -> 소스 -> 단호박 -> 소스\xa0 순서', '마지막에 모차렐라치즈 1컵 가득 올리고잘라 놓은 단호박을\xa0 올려놓고전자레인지에 5분~ 정도 돌려주세요.집집마다 전자레인지가 다르니깐 중간중간 체크해 주는 센스 잊지 마세요.', '단호박 치즈 그라탱 완성', '쭈욱 늘어나는 치즈']"
누구나 좋아하는 초간단한 '찹스테이크' 만들기,찹스테이크, 스테이크용 노란 빨간 양파 어린잎 다진양파 우유 오뚜기 식용유 후추 다진마늘,0
인기메뉴 닭가슴살 넣은 치킨 라따뚜이    건강한 다이어트 요리~!,치킨라따뚜이, 훈제 방울토마토 가지 피망 마늘 올리브오일 후추 애플민트 토마토소스,0
세상 쉬운 감바스 만들기,감바스, 오통통한 슬라이스한 미니새송이버 올리브 그란인더후 페퍼론치노(청양고추 허브맛솔,"['새우는 귀찮으니 칵테일새우로 준비했다.', '마늘은 뚝깍뚝깍 슬라이스 해 두고, (만들어보니 그렇게 얇게 썰지 않아도 된다. 통으로 넣어도 맛있을 듯?) 새송이도 송송 썰고, 새우는 후추후추 소금소금 간을 해 둔다.', '밑간은 얼마나? 대충~ 적당히! 다른 간은 안 들어가기 때문에 취향에 맞게 밑간을 잘 할 것!', '참참! 이 아이들은 물기를 쏙 빼줘야 안 다침! 올리브유에 거의 튀기는 수준이라 물 있으면 아야해요! 내 몸은 소중하니깐!', '적당히 핫해진 올리브유에 마늘을 넣어준다. 잘도 튀겨짐! 마늘이 노릇노릇할 때 나머지 재료를 넣는다.', '먹어보니 살짝 싱거워서 소금소금 후추후추했음.', '빠리빵집에서 산 마늘바게트와 냠냠!우왕! 맛있어!!!']"
라따뚜이 ,라따뚜이, 가지 호박 토마토 시판 양파 올리브오일 파마산 모짜렐라,"['가지.호박.토마토 비슷한 크기로 준비하시고 최대한 얇게 슬라이스 합니다.', '양파 다져서 올리브오일로 투명하게 볶아질 쯤 (저눈 시판소스 사용했네요) 시판소스 1/3 정도 넣고 보글보글 끊여 놓네요.', '상에 올릴 적당한 크기에 냄비에 볶아진 소스 바닥에 깔고 얇게 슬라이스한 야채들 가지.호박.토마토 순서대로 예쁘게 배치함니다.(원하는 야채 다 무방할듯요)', '마지막에 파마산 치즈랑 모짜렐라 치즈 뿌려서 한냄비는 오븐에 굽고 한냄비는 중불에 구멍 뚫은 종이 호일 올려서 바글바글 하며 치즈 녹을때 까지 끊여 냈어요. 오븐없이도 둘 다 사용해도 괘안아요. 완성사진이 없네요 ㅜㅜ 다들 첨보는 비쥬얼에 맛있다고 칭찬해 주셨네요.오븐']"
 한끼 식사로 든든해요! 베이컨 시금치 키쉬 만들기 ,베이컨시금치키쉬, 크러스트재 박력분 강력분 아몬드가루 실온버터 물 소금 계란노른자 키쉬필링재료 계란 생크림 베이컨 파마산치즈 시금치 양파 소금 후추,"['자 먼저,크러스트를 만들어 볼게요^^볼에 박력분과 강력분을 체에 쳐주시구,', '아몬드 가루도 체에 쳐주세요', '소금을 넣고,대충 휘리릭 저어주세요', '물과 실온 상태로 말랑해진 버터를 넣고,', '반죽을 만들어주세요*많이 만질 필요는 없답니다 그냥 반죽이 되게끔만 만들어주세요', '위생봉지에 반죽을 넣고 냉장고에 휴지 시켜주세요*40분- 1시간', '크러스트반죽이 휴지가 될 동안,키쉬필링을 만들어요^^계란 두개를 볼에 풀어주세요', '풀어진 계란에,우유와 파마산치즈를 넣고 섞어주시고,옆에 살짝 두세요', '이제 야채를 볶을꺼에요 ^^기름을 두른 후라이팬에 시금치와 베이컨 양파를 볶아주세요*시금치는 많이 준비하셔도 되요볶으면 숨이 정말 많이 죽어요ㅎㅎ', '노릇한 색깔이 날때 까지 양파를 볶아주세요 ^^', '이제는 냉장고에 있었던,반죽을 꺼내서 덧가루를 더 해가며 타르트팬에 맞게 밀대로 밀어주세요,그리고 숨구멍을 포크로 내어줍니당', '170-180도 예열된 오븐에 20분 구워주세요오븐', '구어진 크러스트를 식힘망에 잠시 식혀주셨다가,노른자를 풀어서 발라주세요', '크러스트에 볶아둔 야채와 베이컨을 담아줍니다', '만들어뒀던 필링도 부어주세요', '180도 예열 오븐에서 20분 25분 구워주심 됩니당 이제 끝!!', '짜잔!!!! 이렇게 노릇노릇 하게 이쁘게 구워졌어요,맛도 일품이랍니다!! 식힘망에 조금 식혔다가 드심 된답니당']"
미국의 갈비찜 쇼트립 만들기 ,쇼트립, 소갈비 밀가루 소금 후추 레드와인 물 오일 우스터소스 양파 감자 당근 통마늘 월계수잎 로즈마리,0
수삼까르보소스에 빠진 아란치니,아란치니, 수삼 양파 당근 홍고추 밥 스트링치즈 베이컨 계란 닭가슴살 우유 생크림 전분가루 빵가루 밀가루 버터 소금ㆍ후추,"['수삼한뿌리는 잘게 다져주세요', '양파 당근 홍고추 도 잘게 다지고 베이컨은 채썰어 준비', '팬에 버터 넣고 당근 양파 수삼 홍고추 순으로 볶다가 밥을 넣고 볶아준다', '수삼볶음밥은 식혀둔다', '닭가슴살은 갈아주고 그안에 수삼다진거 소금ㆍ후추간하고 치대준다', '수삼 볶음밥을 주먹밥처럼 만들고 그안에 치즈 넣고 동그랗게 말아주고 5번을 얇게 입혀준다', '6번을 밀가루 계란 빵가루 순으로 옷을입혀서 170도에 노릇하게 튀겨준다', '수삼 한뿌리는 얇게 슬라이스 해서 튀겨준다', '팬에 양파다진거 베이컨 수삼 한뿌리넣고 볶다가 우유 생크림 소금 넣고 소스완성', '9번 소스에 수삼볼을 올리고 튀긴거 올리면 완성']"
가지라자냐 만들기,가지라자냐, 가지 소시지(비엔나) 표고버섯 양파 당근 파프리카 모차렐라치즈 케첩 간장 설탕 식초 다진,"['가지 라자냐에 넣을 재료를 모두 다져서 준비해 주세요.표고버섯 대신 양송이, 새송이버섯으로 대체 가능하며, 소시지 대신 베이컨 3~4장 정도 넣어주심 되고요.그 외 야채는 냉장고 사정에 따라 준비하심 될듯해요.버섯이\xa0없을\xa0경우\xa0생략하셔도\xa0됩니다.', '가지는 동글 동글하게 썰어 주고', '팬에 기름을 두르지 않고 가지를 노릇노릇하게 구워주세요.구운 가지는 쟁반에 올려 식혀 둡니다.', '그릇에 다진 양파, 표고버섯,당근, 파프리카, 소시지를 넣고케첩 1/2컵, 간장 1, 설탕 0.3, 식초 0.3, 다진 마늘 0.3을 넣어주세요.* 혹시 집에 우스터소스가 있다면 간장, 설탕, 식초 대신 우스터소스를 2스푼 넣어주세요', '소스를 고루 섞어 주세요', '전자레인지 또는 오븐이 가능한 그릇에 구워 놓은 가지를 바닥에 깔아주고전자레인지', '그 위에 만들어 놓은 소스를 올려주고다시 그 위에 가지를 올려주세요.', '같은 방법으로 반복합니다.(준비해 놓은 가지와 소스가 없을 때까지)그리고 그 위에 모차렐라치즈를 가득 올려주세요.그리고\xa0마지막에\xa0 구워놓은 가지를\xa0나란히\xa0몇 개\xa0올려주는 (요건\xa0생략하셔도 돼요)전자레인지 또는 오븐을 이용해 치즈를 녹여주세요.저는 전자레인지를 이용했어요 대략 5분 정도 (집집마다 전자레인지가 틀리니깐 중간중간 체크해 주는 센스 잊지 마세요)', '가지 라자냐 완성치즈가\xa0쭈~~욱\xa0살아\xa0있는가지는 한번 구워 쫄깃쫄깃해요.']"
