레시피 제목,요리명,요리재료,레시피내용
샥슈카 / EGGS IN HELL/ SHAKSHUKA,샥슈카, 양파 햄 방울토마토 다진마늘 칠리파우더 후춧가루 토마토소스 계란 모차렐라,"['양파와 햄은 다져준다', '방울토마토는 반으로 잘라준다', '프라이팬에 올리브오일, 마늘을 넣고 볶아준다', '양파, 햄을 넣고 볶은 후 토마토를 넣어준다', '토마토소스를 넣고 끓인 후 , 계란을 넣어준다', '계란 위에 모차렐라 치즈를 뿌려준다']"
매콤크림새우로 맛있는 저녁☆,크림새우, 냉동 양송이버섯 브로콜리 양파 페페론치노 다진 고춧가루 설탕 국간장 생크림 소금 후추 식,"['양파와 양송이버섯는 채 썰고 브로콜리는 한 입 크기로 떼어낸다.', '끓는물에 소금을 넣고 브로콜리를 30초정도 데친다.', '달군 팬에 식용유를 두르고 다진 마늘, 양파, 양송이버섯, 페페론치노를 넣고 중약불에서 3~4분간 볶는다.', '새우, 고춧가루, 설탕, 국간장, 생크림을 넣고 중불에서 5분간 끓인다.', '데친 브로콜리, 소금, 후추를 넣고 한소끔 끓여 완성한다.식빵을 구워 곁들이면 좋아요. ']"
돈까스 김치나베 비주얼 폭팔 예쁜한그릇 만들기,돈까스김치나베, 돈가스 김치 양파 대파 계란 식용유,"['돈가스를 미리 튀겨놓는다. 돈가스 한 장이 일 인분이라고 생각하면 될 듯. 크기에 따라 다름 이건 좀 큰 것임. 튀겨놓고 키친타월을 깔아 놓아주고 예쁘게 칼질해준다. ', ' 기름을 두른 팬에 파 먼저 넣고 파 기름을 내준 후, 양파를 넣어 기름을 낸다. 그다음 김치를 볶아준다. 그리고 김치 국물을 부어서 함께 볶아준다. 1~2분 정도 그 후 물을 붓는다. (육수도 좋고 쌀뜨물도 좋다) 중불로 끓이면서 팔팔 끓을 때 국간장이나 참치 액으로 간을 하고 설탕을 넣어주기 국물이 졸아들고 국물의 거의 없어질 때쯤', '칼로 돈가스를 한 줄 한 줄 칼등 위에 올려 김치 국물 위에 올려준다.', '그리고 계란물을 가장자리에 천천히 부어준다. 예쁘게', '어느 정도 요 정도 계란 물이 80% 익었을 때 대파를 넣어준다. 그리고 냄비째로 천천히 부어서 접시에 담는다.']"
반숙 계란 튀김 만들기,계란튀김, 빵가 계 삶은 기름,"['일단 계란을 끓는 물에 5분 정도 끓여주고 바로 5분이 되면 찬물에 담가 놓는다.', '밀가루>계란>빵가루 묻혀 준다.', '빵가루를 묻힐 때는 약간 눌러가면서 눌러준다.', '기름 온도가 되면 넣어준다.(중약불) 기름에 빵가루를 떨어트려서 올라오면 적정온도. 어차피 계란은 어느 정도 반숙 상태로 익었을 것이고 튀김옷이 노릇해지면 꺼낸다. 1분 정도면 된다.', '이 정도 색감 ']"
 맥앤치즈 맛있게 마카로니 치즈 샌드위치,마카로니치즈샌드위치, 마카로니 삶는 물 설탕 굵은소금 양념 베이컨 양파 우유 파르마산 체다 올리브유 후춧가 파슬리가루 식빵 딸기,"['양파 1/4는 잘게 다져주고, 베이컨은 길게 썰어 준비해주세요', '냄비에 물 3컵과 설탕 2 그리고 굵은소금 0.3을 한데 넣고물이 끓기 시작하면 마카로니를 넣고 10분 정도 삶아주세요.', '삶아진 마카로니는 체에 밭쳐 물기를 빼고 자연스럽게 식혀주세요.', '달군 팬에 올리브유 2 그리고 다진 양파를 넣고 타지 않게 달달 볶다이어 베이컨을 넣고 함께 볶아주세요.', '여기에 우유 1컵을 붓고', '이어 체더치즈 2장 그리고 파르마산 치즈가루 2를 넣고바글바글 끓여 주세요.', '그리고 삶아 놓은 마카로니를 넣고 걸쭉한 농도가 나도록 끓여줍니다.', '마지막에 후춧가루를 적당히 넣고맛을 보고 혹시 싱겁다 싶으면 소금을 넣어 간을 해주심 됩니다.*저는 소금 간은 따로 안 했어요.', '마카로니 치즈 완성 ^^', '따뜻하게 드심 아주 굿!!자꾸만 먹게 되어 칼로리 걱정은 되겠지만먹는 동안에는 맛있게 먹자고요.여기에 조금 더 맛을 추가한다면식빵에 딸기잼을 고루 바르고만들어 놓은 맥앤치즈를 듬뿍 올리고 남겨둔 식빵을 덮어 주면마카로니 치즈 샌드위치로 먹을 수 있답니다.']"
귀여운 라이언크림고로케 ★,크림고로케, 크래미 양파 시판용 파마산치즈가루 소금 후추 튀김옷 달걀 밀가루 빵가루,"['양파는 곱게 다지고, 크래미는 잘게 찢는다.', '시판용 크림소스, 맛살, 파마산치즈가루, 소금, 후추, 양파를 넣고 동그랗게 모양을 잡는다.반죽이 질 경우 모양을 잡아 냉동실에 굳혀 튀김옷을 입혀 주세요', '밀가루 -> 달걀 -> 빵가루 순으로 튀김옷을 입혀 170도로 예열된 오븐에 노릇하게 튀겨 완성한다.오븐타르타르소스와 곁들여 먹어도 좋아요 ']"
새콤달콤칠리새우 만드는 법 ,칠리새우, 대하새우10-15마 계란흰자2 전분가루50 식용류1/2 양파1 간장1 시판 케?3 소금 후추 설탕 물1/2 고추1,"['오늘은 비오는날 매콤달콤하고 바삭한게 제격이고술안주로도 좋은 깐쇼새우 만드는 법손님상차림 깐쇼새우 만드는법생일상 차리기 메뉴 칠리새우 만들기 한번 해볼께요.', '우선 새우를 머리,내장을 제거하고 껍질을 까서 준비해 주세요.요즘은 손질된 새우도 많이 나오니그거 사셔서 하심 세척만 하심 되니 더 편하시구요.그리고 세척해 물기를 제거하고 소금한꼬집.후추로 간을 해주세요', '그리고 계란 흰자만 분리해서 간을 해둔 새우에 계란 옷을 입혀 주세요.봉지에 전분가루를 넣고 계란 흰자옷을 입힌 새우를 넣고 흔들어 주세요. 그래서 골고루 전분가루 옷을 새우에 입혀 주세요.', '그럼 이렇게 뽀얗게 전분가루 옷까지 입은 새우가 되지요.', '그럼 후라이팬에 기름을 두르고 새우를 올리고 부치듯이 튀겨 주세요.', '그럼 그냥 새우튀김 만들기 할 때처럼 바삭한 새우튀김이 완성', '우선 양파 채썬 걸 넣고 볶아 주세요.그리고 어느 정도 익음 물1/2컵을 넣어 주세요.', '만들어둔 깐쇼새우 칠리새우 칠리소스를 넣어 주세요.그리고 살짝 끓여주시구요.싱거우시면 간장 조금 더 넣어서 간을 맞추어 주시구요.아까 튀겨둔 새우튀김 레시피 한 것을 넣어 주세요.', '우선 양파를 기름에 볶다가 양파가 살짝 익으면물을 약간 1/2컵 넣으시구요만들어둔 깐쇼새우 칠리새우 칠리소스를 넣어 주세요.그리고 살짝 끓여주시구요.싱거우시면 간장 조금 더 넣어서 간을 맞추어 주시구요.아까 튀겨둔 새우튀김 레시피 한 것을 넣어 주세요.', '그리고 약간 양념을 발라준다는 생각으로불을 끄고 무쳐 주세요.']"
순대의 변신이 시작된다 ! 순대그라탕 ★,순대그라탕, 순대 토마토케찹 양파 청양고추 모짜렐라치즈 파슬리가루,"['양파는 채썰고, 청양고추는 송송썬다.', '에어프라이어 바스켓에 유산지로 그릇을 만든다.에어프라이어', '순대-양파,청양고추-토마토케찹-모짜렐라치즈 순으로 뿌린다.', '180도 온도에서 10분간 돌린다.', '그릇에 옮겨 담은 후 파슬리가루를 뿌려 완성한다.']"
달래향의 치키니 ★ 치킨가라아게,치킨가라아게, 닭고기 달래 튀김가루 물 닭고기 간장 설탕 청주 참기름 후추 찍어 다진 설탕 간장 식초 참기름,"['닭고기는 한입 크기로 자른다.', '달래는 손질하여 다진다.', '찍어 먹는 소스 재료를 모두 섞는다.', '볼에 닭고기, 양념, 다진 달래를 넣고 섞어 5분정도 재운다.', '재운 닭고기에 튀김 가루, 물을 넣어 반죽한다.', '튀김팬에 기름을 넣고 160도로 예열 한다', '예열된 튀김 기름에 튀김 반죽을 넣고 튀긴다.']"
토마토소스 비엔나소세지볶음♡,비엔나소세지볶음, 비엔나소세지 파프리카 양배추 브로콜리 양파 토마토소스 깨,"['파프리카 반개, 양배추 4/1개, 브로콜리 3/1개, 양파 한개를 먹기 좋게 잘라서 준비해둡니다~!!파프리카 반개, 양배추 4/1개, 브로콜리 3/1개, 양파 한개.', '달군 후라이펜에 기름을 두룬 뒤,기름 조금.', '양파 한개를 채치고 넣어주고,양파 1개. ', '브로콜리 3/1개를 잘게 잘라서 넣어주고,브로콜리 3/1개.', '파프리카 반개도 잘게 잘라서 넣어주고,파프리카 반개.', '양배추 4/1개를 잘게 잘라서 넣어서 볶아줍니다~!!양배추 4/1개. ', '야채가 숨이 죽을때 까지 볶아준 뒤,', '비엔나 소세지 반봉을 넣어줍니다~!!비엔나소세지 반봉.', '비엔나 소세지와 야채들을 잘 볶아준 뒤,', '청정원 토마토소스를 반 정도 넣어줬어요~!!청정원 토마토소스 반통. ', '양념과 소세지와 야채가 잘 어우려지게 볶아줍니다~!!', '마무리로 깨 조금 뿌려주면 완성됩니다~!!깨 조금.']"
표고탕수와 기본 탕수소스 황금비율,표고탕수, 표고 청홍피망 청피망 양파 대파 버섯밑간양 참기름 소금 간장 탕수소 물 식초 설탕 간장 소금 버섯튀김 녹말 냉수 달걀,"['제일 먼저 녹말을 불리기 시작합니다.하루 전날 만들었으면 더 좋았지만....지금이라도 시작.녹말 1컵+냉수 2컵 섞어 놓고 녹말이 불려질 동안 요리 준비하면 됩니다', '가장 기본 탕수 소스=물1컵, 식초 1큰술설탕 1과 1/2큰술,간장 1작은술소금 1/2작은술', '표고 250그람은 먼지를 솔로 털어내고 탁탁 두드려 속의 이물질을 제거합니다.버섯은 물에 씻지 않아요.', '사방썰기.꼭지는 별도로 떼어 두었다가 다른 요리를 할겁니다', '참기름 1큰술, 소금1/2 작은술, 간장 1/2큰술을 섞어 소금을 녹여 표고 밑간을 준비.', '표고에 붓고 ~~~', '조물조물~~하고 간 빨렁 맛있게 베어라~~~주문 외우고', '녹말 불려 놓았고~~~탕수기본소스 주비했고~~~표고 밑간 준비되었고~~~요리 반은 한겁니다.', '청홍피망 1/2개씩 준비해 한입 크기로 썰고~~~저는 청피망 없어서 노랑피망으로.ㅠ집에 있는것만으로는 늘 부족한 비주얼이 된다지요.', '마늘 4개 채썰기.', '대파1대도 채썰고(대파 없어서 쪽파로~) 양파도 반개 네모썰기.재료들을 한접시에 담아 준비합니다.', '녹말에 층이 생기면서 녹말은 가라앉고 물과 분리됩니다.물은 버리고~~~~', '달걀 1개를 불린 녹말에 넣고 쉐키쉐키~~밑간 해둔 표고에 붓고 조물조물해서 끓는 기름속으로 풍덩~~', '3회에 나눠 튀기기.한꺼번에 많이 넣고 튀기면 튀김이 바삭하지 않아요.', '그냥 먹어도 맛있고....초간장 찍어 먹어도 맛있고....허지만 오늘은 탕수재료로~~', '파,마늘을 팬에 기름 한큰술 두르고 볶아 향이 나기 시작하면~~저는 대파가 없어서 쪽파를 사용했지만 대파로 하면 파기름향이 좋아서 더 맛있어요.', '피망을 넣고 휘리릴릭~~~볶기.', '탕수 소스 붓고 끓기 시작하면', '물녹말로 농도 조절하기.물녹말은 녹말가루2큰술+물 2큰술 섞어 사용하기.', '걸죽하니 맛있어 보이네요.사진 찍어가면서 하다보면 얼렁얼렁 그다음 과정을 나가지못해 채소가 색감을 잃어가는걸 보면서 하게됩니다. ㅠ', '표고 넣고 한번 섞어주기.재빨리 섞어야 파가 색이 그대로인데...사진 찍느라 뜨거운 소스 속에서 시간이 경과해 변질되었네요.', '그릇에 담아내기.향듯하고 쫄깃하고 맛있군요.']"
든든한 도시락 감자 퀘사디아,감자퀘사디아, 또띠아 삶은감자 양파 파프리카 꼬마새송이버섯 양배추 피자소스 옥수수콘 마요네즈 머스터드소스,"['양파, 파프리카(노랑, 빨강), 꼬마새송이버섯, 양배추를 손질 후 굵게 다져주세요.', '후라이팬에 기름을 살짝 두르고 채소와 옥수수콘을 함께 팬에 살짝 볶아주세요.옥수수콘 통조림은 물기를 빼고 사용해주세요.', '삶은 감자는 으깬 후 마요네즈와 머스타드 소스를 넣고 섞어주세요.감자는 껍질을 깍은 후 썰어서 삶으면 빨리 익어요.', '또띠아 한쪽면에 피자소스를 바르고 으깬 감자를 올려주세요.', '그 위에 볶은 채소들을 올려 반으로 접어주세요.피자치즈가 있다면 함께 넣으면 맛이 더 좋아요.', '팬에 노릇노릇 구워주세요.', '먹기 좋은 크기로 자르면 최종 완성이되요.']"
버터치킨커리로 인도까지 ★,버터치킨커리, 닭다리살 감자 양파 다진 버터 우유 토마토소스 파슬리가루 양념재 카레가루 고춧가루 맛술 간장 소금 후추,0
에그마니버거 / 에그슬럿 / 스크램블에그,에그버거, 마요네 스리라차 스크램블에 달걀 쪽 버터 소금 햄버거 베이컨 청상추 시 버터 슬라이스,"['팬에 달걀과 버터를 넣고 달걀을 풀어준다노불불은 켜지 않는다', '달걀이 풀어지면 중약불에서 계속 저어준다', '80~90% 익었을때 불을 끄고, 다진 쪽파와 소금을 살짝 넣고, 프라이팬의 잔열로 익혀준다', '베이컨을 굽는다', '불을 끄고, 시럽을 뿌려 코팅해준다', '마요네즈와 스리라차소스를 섞어준다비율은 기호에 맞게 조절한다', '버터를 녹이고 햄버거빵을 굽는다안구워도 되지만 버터에 구워야 맛있다', '햄버거 빵에 소스를 바른다', '빵-스크램블-청상추-베이컨-치즈-빵 순으로 쌓는다']"
깐풍스타일 표고버섯요리.~~,깐풍표고버섯, 생표고 홍피망 양파 고추기름 튀김가루 표고양 참기름 소금 간장 향신 청양고추 쪽파 다진마늘 생강채 깐풍소 간장 설탕 식초 후추 두반장 참기름,"['표고양념=참기름 1큰술, 소금1/2 작은술, 간장 1/2큰술을 섞어서~~~~', '길이 4등분한 표고버섯에 넣고 조물조물~~~밑간.', '시판용 튀김가루에 굴려서 잔여가루는 털어내고~~두거운 튀김옷이 싫은분은 마른 녹말을 묻혀 10분쯤 두면 버섯이 촉촉해지면 그냥 튀기세요.', '물 120그람 섞어 묽은 반죽을 하기~~', '밑간 해둔 버섯에 튀김옷 입혀서~~~~', '튀겨내기.', '튀김은 다른 그릇에 보관해 두고~~', '고추기름이 없다면...고춧가루 2큰술에 뜨거운 기름 2큰술을 부어서~~~', '체에 받쳐 고추기름을 준비.', '고추기름 2큰술 두르고~~다진마늘과 생강으로 향을 내기.(이때 마운것 좋아하면 청양고추 4개 다진것 넣기)', '향신채를 볶아 향이 나면 다진 양파랑 다진 홍피망 넣고 1분정도 살짝만 볶기.', '탕수소스인 간장 2큰술, 설탕2작은술,식초 2큰술,후추 1/4 작은술,두반장 1작은술참기름 2작은술을 섞어~~', '소스 붓기.', '끓기 시작하면 불 끄기.', '튀긴표고 넣고...', '다진파 넣고...', '그릇에 담기.']"
