레시피 제목,요리명,요리재료,레시피내용
생생정보통 레시피보다 간단하게 물김치 만들기 ,물김치, 알배추 무 당근 배 물 생강 다진마늘 새우젓 고추가루 절 소금,"['재료를 준비 합니다.', '무는 새끼손가락 2/3길이 정도로 잘라주세요 두깨는 1~1.5cm로 잘라주세요.', '소금을 넣고 절여 주세요.(시간은 10분 중간중간 뒤적거려주세요)', '배추조 입맛에 무와 비슷한 길이로 잘라주세요.그 후에 소금을 뿌려 절여줍니다.(시간은 10분 중간중간 골고루 절여지도록 뒤적거려주세요)', '새우젓, 생강, 다진마눌을 준비 해주세요.물에 떠다녀어 국물이 탁해질까봐 면포에 담아 주었어요.', '당근과 배도 비슷한 크기로 잘라 줍니다.', '재료를 준비 해 줍니다.절여둔 무, 배추는 씻어서 물기를 빼줍니다.', '통을 준비 합니다.', '절여서 씻어 놓은 무에 고추가루를 넣어줍니다.', '고추가루에 무를 버무려 줍니다.', '배추도 통에 넣어줍니다.', '고추가루가 양념이 베이도록 골고루 섞어주세요.', '준비한 당근과 배를 넣어줍니다.', '물을 부어주세요.', '준비해둔 생강, 다진마늘, 새우젓을 면보에 넣어주세요.', '다파는 곳에 육수용 면포를 이용하심 좋으실 거 같아요:)물김치에 쏙 넣어 줍니다.', '완성입니다. 시원하게 해서 드세요:)']"
상추겉절이,상추겉절이,상추 깻잎 양파 간장 고춧가루 설탕 깨 참기름,"['피조갯살 넣고 상추겉절이 만들어 볼게요냉동해 두었던 피조갯살은 끓는물에 살짝 데쳐 건집니다, 술 넣고 데쳐요', '쌈추는 넉넉히 준비해서흐르는 물에 잘 씻어 준비 합니다부추도 준비했어요', '멸치액젓, 고춧가루, 깨소금, 다진마늘, 매실액 넣고 양념 만들어요', '먹기좋게 썬 쌈추넣고 살살 버무려 줍니다', '데쳐서 식히 피조갯살 넣고 살살 버무려 마무리해요상큼상큼 맛있는 상추겉절이 완성입니다쫄깃한 조갯살 들어가 더 맛나요 ㅎㅎ']"
(별미김치)오이청경채겉절이:뜻밖의 수퍼푸드 청경채 많이많이 드세요,오이청경채겉절이, 청경채 절임소금 오이 부추와 참기 통깨 겉절이양 고춧가루 액젓 다진마늘 생강청(다진생강/생강가루) 설탕 올리고당,"['청경채는 가닥가닥 뜯어서 깨끗이 씻어주세요', '뿌리부분이 밑으로 가게 한후소금을 뿌려주세요', '30분 정도 절인 후 물기를 빼주세요,잎이 큰 것은 손으로 찢어주세요', '오이는 길게 반으로 잘라 어슷썰기를 하고 파와 부추는 3센티 길이로 썰어주세요', '고춧가루를 넣어 먼저 버무려 주세요', '액젓, 다진마늘,생강청,설탕 등을 넣고버무려주세요', '올리고당을 조금 넣어 버무리세요', '오이등 부재료를 넣고 고춧가루를조금 더 첨가한 후 버무려주세요', '기호에 따라 참기름을 넣어주시고통깨를 뿌려 마무리하세요']"
배연정표 국밥집 깍두기,깍두기,무 소금 감미료 무 양파 다진 생강 매실액 멸치액젓 고추가루 쪽파,"['무는 중간 걸로 3개를 준비합니다. 껍질을 벗기면 무가 잘 물러지므로 벗기지 말고 그대로 사용합니다. 그러므로 세척을 꼼꼼히 하셔야 된답니다. ', '세척한 무는 양 끄트머리를 제거해주고 옆으로 길게 통으로 썰어줍니다. 그런 다음 서로로 2등분하고 가로로 4등분합니다. 넙적한 네모 모양이라고 생각하면 되는데, 무 사이즈에 따라 등분은 달라질 수 있지요. 이 때 칼은 크고 무거운 걸 사용하면 단단한 무를 잘 자를 수 있고, 내리치면서 무를 토막내므로 오히려 손목에 덜 무리가 갑니다. ', '절일 때 감미료를 넣어주는데, 이 깍두기는 설탕이 하나도 안 들어갑니다. 설탕이 들어가면 무가 잘 물러질 수 있답니다. ', '무 한 개당 소금 1줌과 감미료 1꼬집을 넣어주는데요. 볼에 무 하나를 자른 다음 소금 1줌과 감미료 1꼬집을 고루 뿌려줍니다. 그리고 다시 두번째 자른 무 하나를 올려주고 똑같은 용량으로 소금과 감미료를 뿌려줍니다. 이렇게 켜켜로 간을 해야 골고루 간이 배이지요. 그러므로 무 3개에 소금 3줌과 감미료 3꼬집이 들어갔지요. 여기서 한 줌은 한 손으로 식재료를 가볍게 가득 쥐었을 때를 말하며, 한 꼬집은 엄지와 검지를 이용하여 식재료를 한번에 잡힐 양까지 집었을 때를 말합니다. 2시간 정도 절여줍니다. 물은 하나도 안 넣었답니다. 1시간 후에 한번 뒤집어 주시구요.', '2시간 뒤 절여진 모습입니다.', '무가 절여지면서 무 자체에서 나온 물입니다. 물은 원래 하나도 안 들어 갔구요. 요 물은 버리지 말고 반만 사용합니다. ', '재빨리 헹궈서 물기를 제거해둡니다. ', '큰 볼에 옮겨야 버무리기가 쉽지요. 절인 무를 넣어주고요. 절일 때 무 자체에서 나온 물을 버리지 말고 반만 넣어줍니다. 고추가루는 한번에 다 넣지 말고 나눠가면서 넣어줍니다. 원하는 색상을 봐가면서 넣어주는 것이 좋지요. 분량의 양파즙, 다진마늘, 다진 생강, 매실청, 멸치 액젓 등을 넣어 버무립니다. 생강은 항상 마늘의 반입니다. 생강을 너무 많이 넣으면 맛이 쓰게 되구요. 매실청을 넣어주면 쉽게 물러지는 걸 방지할 수 있답니다. 양파즙은 발효되면서 톡 쏘는 맛을 내주는데, 생각보다 많은 양의 양파즙이 들어간답니다. 쪽파를 제일 나중에 넣어 줍니다.', '요렇게 완성된 국밥집 깍두기입니다. 모양이 넙적한 게 국밥집에서 많이 보시던 그 모양 맞죠?', '국물도 자작하고요. 익으면서 국물이 더 생긴답니다. ', '상온에서 거품이 올라오기 시작하면 냉장고로 직행! 한 이틀 실온에 두었는데, 계절에 따라 약간 달라지지요. 익어서 뚜껑을 열어보면 김빠지는 소리가 들리면 양파즙에서 톡 쏘는 맛을 내주는 것이랍니다.', '바로 담자마자의 모습이구요.', '익으니까 국물이 더 많아졌답니다. 국밥집 깍두기, 시원하고 아삭한 맛이 일품이네요. 이제, 국밥집 깍두기를 집에서도 얼마든지 잡수실 수 있답니다. 꼭 한번 만들어 보세요. 요거 밥도둑입니다.']"
아삭아삭한 오이 깍두기,오이깍두기, 오이 부추 당근 굵은소금 고춧가루 다진 설탕 매실 통깨,"['§ 소개하께요.§오이와 부추를 이렇게 준비했어요.', '오이를 4등분으로 잘라서 5cm 가량 썰어주세요.', '양념들 한자리에 모아놨어요.', '썰어놓은 오이를 굵은소금을 뿌려 놓으세요.', '한번 정도 까불러 주세요. 그래야 골고루 섞여서 빨리 절여져요.', '10분 정도 지나서 또 한 번 까불러주면 이렇게 물 부은 것처럼 물기가 생겨요.', '오이 절여질 동안에 부추와 당근 썰러 왔어요. 오이와 마찬가지로 5cm 정도의 길이로 잘라 주시면 돼요.', '오이 절인데다 부추와 당근 썰어 놓은 것을 넣어주세요.', '위에 있는 양념들을 섞어 놓았어요.', '이제 살살 버무리면 오이깍두기 김치가 완성되었답니다. 어떠세요. 정말 간편하고 쉽죠. 저는 쉽고 빨리하는 방법을 찾아서 해요. 어떻게 보면 엉터리 같다고 할지 모르지만 그것이 저만의 노하우고 비법입니다.']"
당뇨에 좋은 돼지감자 깍두기 만들어 먹어요.,돼지감자깍두기, 주재 돼지감자 소금 참깨 양념재 고춧가루 까나리액젓 마늘 생강 매실청 올리고당 쪽파(있으면좋아요) 찹쌀풀(있으면좋아요,"['시댁에서 가져온 돼지감자랍니다.생강처럼 생겨서 생강인가 했어요.', '돼지감자 손질은 칫솔이 필요한듯 합니다.생강처럼 생겨서... 깨끗하게 손질하려면칫솔이 딱입니다.', '사이사이 깨끗하게 씻은 돼지감자랍니다.벌레까지 먹은 건강한 돼지감자', '깍두기처럼 아니고 조금 얇은듯 썰었어요.', '천일염으로 솔솔...살짝이 절여 주었어요.', '고춧가루5숟가락, 까나리액젓2숟가락, 마늘1숟가락,생강1/2숟가락, 매실청 1숟가락, 올리고당 1숟가락* 올리고당대신에 설탕, 찹쌀풀 쑤어서 넣으면 더 맛날듯 합니다.', '살짝 절여진 돼지갈비에 양념소스를 넣어서 살살 버무려 주어요.', '마지막에 참깨 솔솔', '아삭아삭 돼지감자...깍두기를 만들어 양념맛으로 먹으니잘 먹을수 있을것 같아요.']"
아삭하게담근 오이소박이,오이소박이, 오이 부추 굵은소금(볶은것) 새우젓 새우젓국물 고추가루 마늘 파,"['오이는 잘라 십자모양으로 썰어놓습니다', '오이를 소금에 섞어 놓습니다', '끓인 물을 오이에 붓습니다', '잘절여진 오이를 물에 씻어 체에 받칩니다', '부추를 1cm로 크기로 썰어놓습니다', '새우젓을 다집니다', '부추에 양념을 하고 새우젓은 기호에 맞게 가감해서 살살 버무립니다', '부추소를 오이에 알맞게 채워줍니다']"
파김치,파김치, 파 배 고추가루 멸치액젓 양파 찹쌀풀 설탕,[]
달콤짭조름한 간장새우장,간장새우장, 새우 간장 멸치 맛술 양파 파(뿌리) 말린 마늘 통후추 청양고추 생강,"['양념장 재료를 모두 담아 뭉근하게 뜷여서 식혀둡니다.', '새우는 수염을 자르고, 머리 위쪽 뿔을 잘라줍니다.', '새우를 굽혀 둘째 마디를 뾰족한 것으로 찔러 새우 내장을 제거합니다.', '새우는 씻어서 물기를 모두 닦아줍니다.', '열탕 소독한 그릇에 새우를 담고', '식혀둔 양념장을 부어서 냉장고에서 하루 숙성시킵니다.', '다음날 새우와 양념장을 분리해서', '양념장만 다시 끓여줍니다.', '다시 식힌 양념장을 부어 하루 숙성시켜 먹으면 됩니다.']"
전복장만들기 이렇게 쉬웠어???,전복장, 전복 양파 대파 청양고추 통마 생 통후 쪽 홍고추 진간 사이  청주 맛술,"['해산물중 보양식으로 으뜸인 전복은단백질, 철분, 칼슘이 풍부해 떨어진 기력을 회복하고 특히 전복에 들어있는 양질의 단백질들은 간기능 회복에 탁월한 효과가 있다고 하네요~', '전복은 솔을 이용해 구석구석 깨끗이 닦아 씻어주시고껍데기 부분도 솔로 문질러 씻어줍니다~', '깨끗이 손질한 전복은찜기에 김이 완전히 올랐을때청주 3큰술을 넣고 전복을 올려 뚜껑을 닫은 채로 10~15분간 쪄 줍니다~', '쪄낸 전복은 양념이 잘 배일수 있도록 칼집을 넣어 식혀주세요~', '양파, 대파, 통마늘, 생강, 청양고추, 통후추를 준비해주시고요~', '진간장 1 : 사이다 1 : 물 2 의 비율에청주 4큰술, 맛술 4큰술을 넣고 끓여 달임간장을 만들어줍니다~', '칼집을 넣어 식힌 전복은전복장을 담을 통에 차곡차곡 담아주시고요~', '완전히 식힌 달임간장을 차곡차곡 담아놓은 전복에 붓고 뚜껑을 덮어냉장실에서 2~3일이면 밥도둑 전복장을 맛보실수가 있어요^^']"
백종원 만능간장 ?레시피,만능간장,?다진 진간장 설탕,0
배추한포기 맛김치와 미나리김치 ,미나리김치, 배추 절임 절임물 굵은소금 고춧가루 액젓 미나 부 파 올리고당 마늘 다진생강 배 양파 홍고추 새우젓 찬밥 황태육수,"['-배추는 4~6등분해서 자르고 꼬다리도 사선으로 잘라낸 후 물에 가볍게 적신다-소금물을 만들어 배춧잎 사이사이 뿌려주고 마른소금도 뿌리쪽에 켜켜이 조금씩 뿌려준다-5~6시간 정도 절이는 동안 중간중간 배추 위치를 바꿔주며 골고루 절여지게 한다-베추가 다 절여지면 물에 여러번 깨끗이 헹군 후 1시간이상 물기를 뺀다*미리 썰어서 절여도 상관없다', '-절이는 동안 부추,파,미나리 등 부재료를 다듬고 씻고 물기를 빼둔다', '-찹쌀풀 대신 준비한 찬밥과 마늘,생강,홍고추,배,양파,황태육수,새우젓을 믹서에 갈아 김치양념을 만든다', '-절인 배춘은 먹기좋은 크기로 썬다', '-먼저 고춧가루를 넣어 버무려 색을 낸다이때 액젓도 넣어야 할 양의 1/2정도를 넣어 버무린다', '-김치양념을 넣어 버무린다', '-3센티 길이로 썬 부추,미나리,파를 넣어 버무린다', '-맛을 보아 올리고당과 남은 액젓을 첨가하고 김치통에 담는다', '남은 부재료인 미나리,부추,파 등을 맛김치 담았던 그릇에 담고 고춧가루와남은 김치양념을 넣어 버무린다', '맛을 보아 액젓과 올리고당을 첨가하고마지막으로 통깨를 뿌린다']"
파김치 황금레시피 파요리,파김치, 쪽파 까나리액젓 고춧가루 설탕 소금 깨소금 다진마늘 생강가루 울금가루 매실청 찹쌀 찹쌀가루 물,"['요즘 제철인 쪽파로 입맛 살려주는 파김치를 만들어 보았어요.', '쪽파를 다듬어 주세요.', '쪽파 머리부분에 액젓을 부어 30분간 절여주세요.', '준비된 재료들을 모두 넣어 섞어주세요.(액젓은 절여 놓은 액젓을 그대로 사용하시면 되요)', '머리부분부터 양념을 먼저 발라주세요.그래야 양념이 잘 베어 머리부분까지 맛나답니다.', '쪽파 끝부분까지 양념이 골고루 베이도록 양념을 묻혀주세요.', '한번에 먹기 좋은 양을 둥글게 말아 묶어주세요.']"
총각김치 맛있게 담그기,총각김치,알타리 천일염 마 고춧가루 찹쌀풀 멸치액젓 소금 설탕,"['알타리는', '깨끗이 손질해서 먹기 좋게 4등분으로 썰고 무청도 비슷한 길이로 썰어놓고 천일염을 뿌려 1시간 정도 절여줍니다. 각자 스타일로 다듬어도 좋아요.', '위의 재료를 넣고', '고루 섞어 양념장을 만들어줍니다.', '무가 절여지면서 나온 물은 버리고 양념을 넣고', '고루 버무려', '통에 담으면 끝. 하루 정도 실온에 두었다 냉장고에 넣어주면 아삭한 총각김치를 먹을 수 있답니다. 요즘 무가 달아서 바로 만들자마자 먹어도 맛있어요.', '요건 하루 지난 김치인데요. 살짝 수분이 나와서 촉촉하니 딱 먹기 좋더라고요. 총각김치도 봄에 담그니 맛이 또 다르네요. 요건 라면이랑도 잘 어울리고 팍 익었을때 지져먹으면 완전 맛있지요.']"
참치를 넣은 냉이강된장 만드는법,냉이강된장, 주재 참치캔(작은걸로) 냉이 양파 호박 청양고추 고추장 시판,0
오이고추소박이,오이고추소박이, 오이고추 양파 부추 무 당근 소금 물 고춧가루 다진마늘 찹쌀풀 매실청 새우젓 멸치액젓 생강가루,"['오이고추 30개정도 준비했어요 베이킹소다로 씻어줬지요', '물기를빼고 고추 꽁지는 짧게 다듬어줬어요', '가운데 배를 가르고 고추씨를 최대한 빼줍니다물2리터를 넣고 굵은 천일염 3스푼 풀어서 절여줍니다 저는30분 절였어요', '그사이 양념속을 준비하죠 무 양파 부추 당근 을 작게작게 잘라줬어요 고추 뱃속에 넣을꺼라 채썰까 하다 더 작게 했지요', '그리고 양념 고춧가루 매실청 요리당 다진마늘 생강가루 새우젓 멸치액젓 찹쌀풀을 넣고 절여지는동안 숙성시켜요', '소금에 절인고추를 물로 한번 행궈내고 채반에다 물기를 빼준다음 양념속을 채워넣으면 오~오~ 밥도둑 완성 입니다']"
봄철 피로 물리치는 알 배추 겉절이,배추겉절이, 알배 부추 액젓 다진 다진 고춧가루 설탕 양파진액 통,0
잘박잘박 양파 송송 열무얼갈이 김치~~~ ,열무얼갈이김치, 주재 열무 얼갈이 쪽파(젤로작은단) 천일염 얼갈이절일 청양고추(없으면 양파 찹쌀가루 양념소 고춧가루 마늘 생강 까나리액젓 설탕 소금 찹쌀풀 생수,"['열무한단, 얼갈이한단, 쪽파작은것 한단...*열무는 일산열무나, 동두천열무가 단단하고 맛있다고 합니다..', '깨끗하게 다듬어...물에 30분정도 담가 두어요.(식초 몇방울 넣어주면 소독도 되고 좋답니다.)3번정도 살살살... 씻어 주어요..', '깨끗하게 씻은 열무와 얼갈이에 소금을 뿌려 주어요..소금을 위에만 뿌리면 안되고...열무,얼갈이 켜켜이 올리면서 소금을 뿌려 주어요.', '1시간 30분에서 2시간정도 되면이렇게 절여진답니다..더 절여지면 질겨져 다소 식감이 떨어질수 있어요..아삭아삭 살짝이 덜 절여졌다 싶으면씻어서 양념해서 담그는게 맛있는듯 합니다.', '절여진 열무나 얼갈이를 깨끗하게3번 씻어 주었어요..살살살..아기 목욕 시키듯이 씻어야해요..바구니에 물이 빠지도록 해 두어요.그렇지 않으면 풋내가 나서 먹지를 못한답니다.', '찹쌀풀을 냉면대접정도 쑤어 두어요.(찹쌀가루5숟가락에 냉면대접의 물 분량)고춧가루, 마늘, 생강, 까나리액젓, 설탕조금, 찹쌀풀을 넣고 양념해 둡니다.배나 사과가 있다면 설탕대신으로 갈아서 넣어주면 좋아요.', '소금을 조금 뿌려 주었어요..간을 보아 조금 간간하게...잘박잘박 김칫국물이 필요없다면..소금을 넣지 마세요.', '양파, 쪽파 송송...양념에 같이 넣어 주어요.', '물이 어느정도 빠지면... 먹기 좋은 크기로 잘라 주어요.', '김치양념소스에 잘라둔 얼갈이랑 열무를 넣고 살살 버무려 주어요.생수를 넣지 않는다면..열무얼갈이김치가 된답니다.* 간을 보아 조절 하세요.(까나리액젓이나, 소금, 마늘, 생강, 고춧가루)', '생수 2리터정도를 부어서 국물이 잘박잘박 생기게 만들었어요..', '물을 부었을때에는 조금 싱거울수도 있어요..간은 조절 하세요..열무물김치처럼 드시면 될것 같아요.', '김치통에 넣고, 공기 차단을 위해서비닐팩으로 덮고 하루 상온에서 익혀서김치냉장고에서 2~3일 숙성후에 먹어요.', '입맛 없을때..밥에 슥슥 비벼서 먹으면 좋아요..* 열무와 보리밥이 궁합도 좋다고하니..보리밥 만들어 열무김치 넣고 슥슥 비벼 먹으면 좋겠지요?']"
